Position,Age,Team_from,League_from,Team_to,League_to,Season_transferred,Transfer_fee_in_mln,Market_value_in_mln,Lastname,club,overall,potential,Season,Name,Nationality,nationality_match_source,log_transfer_fee,fee_minus_value,market_value_per_potential,Nationality_bucket,league_median_fee_to,team_to_median_fee,age_bucket,position_bucket,league_country_to,nationality_matches_league_to,high_overall,is_top_club_to,is_top_league
Centre-Back,23,Werder Bremen,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2016,12.5,7.0,Vestergaard,Werder Bremen,77.0,81.0,2016.0,Jannik Vestergaard,Denmark,fallback_lastname_season,2.6026896854443837,5.5,0.08641975308641975,Top 16-30,12.0,12.25,20-23,Defender,Germany,False,True,False,True
Defensive Midfield,20,AFC Ajax,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016,12.0,15.0,Bazoer,AFC Ajax,75.0,88.0,2016.0,Riechedly Bazoer,Netherlands,fallback_lastname_season,2.5649493574615367,-3.0,0.17045454545454544,Top 1-15,12.0,11.75,<20,Midfielder,Germany,False,False,True,True
Left-Back,22,FC Lorient,Rel. Ligue 1,Bor. Dortmund,1.Bundesliga,2016,12.0,9.0,Guerreiro,FC Lorient,76.0,84.0,2016.0,Raphaël Guerreiro,Portugal,fallback_team_from,2.5649493574615367,3.0,0.10714285714285714,Top 1-15,12.0,16.0,20-23,Defender,Germany,False,True,False,True
Centre-Back,27,FC Porto,Liga NOS,Sao Paulo,Série A,2016,12.0,8.0,Maicon,FC Porto,80.0,83.0,2016.0,,Brazil,fallback_team_from,2.5649493574615367,4.0,0.0963855421686747,Top 1-15,10.0,12.0,24-26,Defender,,,True,False,False
Right Midfield,26,Bournemouth,Premier League,Newcastle,Championship,2016,12.0,6.0,Ritchie,Bournemouth,74.0,78.0,2016.0,Matt Ritchie,Scotland,fallback_team_from,2.5649493574615367,6.0,0.07692307692307693,Top 1-15,9.13,12.0,24-26,Midfielder,England,False,False,True,True
Right Winger,29,Hull City,Premier League,West Ham,Premier League,2016,12.0,5.0,Snodgrass,Hull City,75.0,75.0,2016.0,Robert Snodgrass,Scotland,fallback_team_from,2.5649493574615367,7.0,0.06666666666666667,Top 1-15,15.1,11.5,27-29,Winger,England,False,False,True,True
Forward,25,Crystal Palace,Premier League,Newcastle,Championship,2016,12.0,3.0,Gayle,Crystal Palace,71.0,75.0,2016.0,Dwight Gayle,England,fallback_team_from,2.5649493574615367,9.0,0.04,Top 1-15,9.13,12.0,24-26,Forward,England,True,False,True,True
Forward,27,VfL Wolfsburg,1.Bundesliga,Sporting CP,Liga NOS,2016,11.85,7.5,Dost,VfL Wolfsburg,79.0,80.0,2016.0,Bas Dost,Netherlands,fallback_team_from,2.553343811341229,4.35,0.09375,Top 1-15,9.64,9.64,24-26,Forward,Portugal,False,True,False,True
Central Midfield,24,Derby,Championship,Burnley,Premier League,2016,11.8,1.5,Hendrick,Derby,71.0,76.0,2016.0,Jeff Hendrick,Republic of Ireland,fallback_lastname_season,2.5494451709255714,10.3,0.019736842105263157,Top 16-30,15.1,12.100000000000001,20-23,Midfielder,England,False,False,False,True
Centre-Back,27,West Ham,Premier League,Crystal Palace,Premier League,2016,11.7,6.0,Tomkins,West Ham,73.0,74.0,2016.0,James Tomkins,England,fallback_lastname_season,2.5416019934645457,5.699999999999999,0.08108108108108109,Top 1-15,15.1,13.8,24-26,Defender,England,True,False,False,True
Centre-Back,24,PSV Eindhoven,Eredivisie,VfL Wolfsburg,1.Bundesliga,2016,11.5,7.75,Bruma,PSV Eindhoven,77.0,81.0,2016.0,Jeffrey Bruma,Netherlands,fallback_lastname_season,2.5257286443082556,3.75,0.09567901234567901,Top 1-15,12.0,11.75,20-23,Defender,Germany,False,True,True,True
Forward,25,Werder Bremen,1.Bundesliga,Liaoning FC,Super League,2016,11.5,5.5,Ujah,Werder Bremen,76.0,79.0,2016.0,Anthony Ujah,Nigeria,fallback_lastname_season,2.5257286443082556,6.0,0.06962025316455696,Top 16-30,13.5,11.5,24-26,Forward,China,False,True,False,True
Defensive Midfield,27,Hull City,Premier League,West Brom,Premier League,2016,11.5,4.5,Livermore,Hull City,74.0,77.0,2016.0,Jake Livermore,England,fallback_team_from,2.5257286443082556,7.0,0.05844155844155844,Top 1-15,15.1,11.5,24-26,Midfielder,England,True,False,False,True
Attacking Midfield,23,FC Twente,Eredivisie,AFC Ajax,Eredivisie,2016,11.0,11.0,Ziyech,FC Twente,77.0,83.0,2016.0,Hakim Ziyech,Netherlands,fallback_team_from,2.4849066497880004,0.0,0.13253012048192772,Top 1-15,8.125,9.625,20-23,Midfielder,Netherlands,True,True,False,True
Centre-Back,28,Torino,Serie A,Monaco,Ligue 1,2016,11.0,10.0,Glik,Torino,82.0,84.0,2016.0,Kamil Glik,Poland,fallback_team_from,2.4849066497880004,1.0,0.11904761904761904,Top 16-30,10.0,11.0,27-29,Defender,France,False,True,True,True
Forward,25,Leicester,Premier League,TSG Hoffenheim,1.Bundesliga,2016,11.0,5.0,Kramaric,Leicester,73.0,77.0,2016.0,Andrej Kramaric,Croatia,fallback_lastname_season,2.4849066497880004,6.0,0.06493506493506493,Top 16-30,12.0,8.0,24-26,Forward,Germany,False,False,False,True
Forward,32,Boca Juniors,Primera División,SH Shenhua,Super League,2016,10.5,8.5,Tevez,Boca Juniors,86.0,86.0,2016.0,Carlos Tévez,Argentina,fallback_team_from,2.4423470353692043,2.0,0.09883720930232558,Top 1-15,13.5,10.5,30+,Forward,China,False,True,False,True
Left-Back,29,Genoa,Serie A,Inter,Serie A,2016,10.5,6.0,Ansaldi,Genoa,79.0,79.0,2016.0,Cristian Ansaldi,Argentina,fallback_team_from,2.4423470353692043,4.5,0.0759493670886076,Top 1-15,11.0,17.5,27-29,Defender,Italy,False,True,True,True
Left-Back,26,Sunderland,Premier League,Crystal Palace,Premier League,2016,10.5,6.0,Aanholt,Sunderland,74.0,79.0,2016.0,Patrick van Aanholt,Netherlands,fallback_team_from,2.4423470353692043,4.5,0.0759493670886076,Top 1-15,15.1,13.8,24-26,Defender,England,False,False,False,True
Central Midfield,25,Atalanta,Serie A,Middlesbrough,Premier League,2016,10.5,5.0,Roon,Atalanta,69.0,73.0,2016.0,Marten de Roon,Netherlands,fallback_team_from,2.4423470353692043,5.5,0.0684931506849315,Top 1-15,15.1,8.0,24-26,Midfielder,England,False,False,False,True
Forward,24,Brentford,Championship,Aston Villa,Championship,2016,10.5,0.5,Hogan,Brentford,65.0,70.0,2016.0,Scott Hogan,England,fallback_team_from,2.4423470353692043,10.0,0.007142857142857143,Top 1-15,9.13,10.25,20-23,Forward,England,True,False,False,True
Central Midfield,22,RSC Anderlecht,Jupiler Pro League,Sampdoria,Serie A,2016,10.0,9.0,Praet,RSC Anderlecht,77.0,84.0,2016.0,Dennis Praet,Belgium,fallback_team_from,2.3978952727983707,1.0,0.10714285714285714,Top 1-15,11.0,9.0,20-23,Midfielder,Italy,False,True,False,True
Central Midfield,20,CA Rosario,Primera División,Paris SG,Ligue 1,2016,10.0,7.5,Celso,CA Rosario,53.0,64.0,2016.0,Giovani Lo Celso,Argentina,fallback_lastname_season,2.3978952727983707,2.5,0.1171875,Top 1-15,10.0,25.0,<20,Midfielder,France,False,False,True,True
Centre-Back,26,FC Empoli,Serie A,SSC Napoli,Serie A,2016,10.0,5.5,Tonelli,FC Empoli,77.0,79.0,2016.0,Lorenzo Tonelli,Italy,fallback_lastname_season,2.3978952727983707,4.5,0.06962025316455696,Top 1-15,11.0,13.0,24-26,Defender,Italy,True,True,False,True
Attacking Midfield,25,Granada CF,LaLiga,Rubin Kazan,Premier Liga,2016,10.0,3.0,Rochina,Granada CF,73.0,79.0,2016.0,Rubén Rochina,Spain,fallback_team_from,2.3978952727983707,7.0,0.0379746835443038,Top 1-15,8.0,8.5,24-26,Midfielder,Ukraine,False,False,False,True
Forward,29,Sampdoria,Serie A,Inter,Serie A,2016,9.8,12.0,Eder,Sampdoria,79.0,79.0,2016.0,Éder,Italy,fallback_team_from,2.379546134130174,-2.1999999999999993,0.1518987341772152,Top 1-15,11.0,17.5,27-29,Forward,Italy,True,True,True,True
Forward,25,Toulouse,Ligue 1,Sevilla FC,LaLiga,2016,9.5,9.0,Yedder,Toulouse,78.0,82.0,2016.0,Wissam Ben Yedder,France,fallback_lastname_season,2.3513752571634776,0.5,0.10975609756097561,Top 1-15,13.75,8.35,24-26,Forward,Spain,False,True,True,True
Forward,26,Sevilla FC,LaLiga,Lazio,Serie A,2016,9.45,10.0,Immobile,Sevilla FC,79.0,82.0,2016.0,Ciro Immobile,Italy,fallback_team_from,2.34660197841082,-0.5500000000000007,0.12195121951219512,Top 1-15,11.0,10.25,24-26,Forward,Italy,True,True,False,True
Attacking Midfield,23,Spurs,Premier League,Norwich,Championship,2016,9.4,3.0,Pritchard,Spurs,71.0,79.0,2016.0,Alex Pritchard,England,fallback_lastname_season,2.341805806147327,6.4,0.0379746835443038,Top 1-15,9.13,10.45,20-23,Midfielder,England,True,False,False,True
Centre-Back,27,West Brom,Premier League,Aston Villa,Championship,2016,9.3,6.0,Chester,West Brom,72.0,74.0,2016.0,James Chester,Wales,fallback_lastname_season,2.33214389523559,3.3000000000000007,0.08108108108108109,Top 16-30,9.13,10.25,24-26,Defender,England,False,False,False,True
Centre-Back,33,Southampton,Premier League,West Ham,Premier League,2016,9.2,6.0,Fonte,Southampton,81.0,81.0,2016.0,José Fonte,Portugal,fallback_team_from,2.322387720290225,3.1999999999999993,0.07407407407407407,Top 1-15,15.1,11.5,30+,Defender,England,False,True,True,True
Central Midfield,22,Montpellier,Ligue 1,Marseille,Ligue 1,2016,9.0,10.0,Sanson,Montpellier,77.0,80.0,2016.0,Morgan Sanson,France,fallback_lastname_season,2.302585092994046,-1.0,0.125,Top 1-15,10.0,9.5,20-23,Midfielder,France,True,True,False,True
Left Winger,27,Genoa,Serie A,AS Roma,Serie A,2016,9.0,9.5,Perotti,Genoa,79.0,82.0,2016.0,Diego Perotti,Argentina,fallback_team_from,2.302585092994046,-0.5,0.11585365853658537,Top 1-15,11.0,9.75,24-26,Winger,Italy,False,True,True,True
Defensive Midfield,28,KAA Gent,Jupiler Pro League,Watford,Premier League,2016,9.0,7.5,Kums,KAA Gent,75.0,76.0,2016.0,Sven Kums,Belgium,fallback_team_from,2.302585092994046,1.5,0.09868421052631579,Top 1-15,15.1,8.9,27-29,Midfielder,England,False,False,True,True
Forward,26,Pescara,Serie A,AC Milan,Serie A,2016,9.0,6.5,Lapadula,Pescara,64.0,70.0,2016.0,Gianluca Lapadula,Italy,fallback_team_from,2.302585092994046,2.5,0.09285714285714286,Top 1-15,11.0,19.0,24-26,Forward,Italy,True,False,True,True
Right Winger,28,Stade Rennais,Ligue 1,Hull City,Premier League,2016,9.0,6.0,Grosicki,Stade Rennais,74.0,76.0,2016.0,Kamil Grosicki,Poland,fallback_lastname_season,2.302585092994046,3.0,0.07894736842105263,Top 16-30,15.1,12.2,27-29,Winger,England,False,False,False,True
Right-Back,27,Newcastle,Championship,Watford,Premier League,2016,8.9,7.5,Janmaat,Newcastle,77.0,81.0,2016.0,Daryl Janmaat,Netherlands,fallback_lastname_season,2.2925347571405443,1.4000000000000004,0.09259259259259259,Top 1-15,15.1,8.9,24-26,Defender,England,False,True,True,True
Central Midfield,28,RSC Anderlecht,Jupiler Pro League,Burnley,Premier League,2016,8.6,6.0,Defour,RSC Anderlecht,77.0,78.0,2016.0,Steven Defour,Belgium,fallback_team_from,2.2617630984737906,2.5999999999999996,0.07692307692307693,Top 1-15,15.1,12.100000000000001,27-29,Midfielder,England,False,True,False,True
Left Winger,29,Fenerbahce,Süper Lig,Valencia CF,LaLiga,2016,8.5,14.5,Nani,Fenerbahce,82.0,83.0,2016.0,Nani,Portugal,fallback_lastname_season,2.2512917986064953,-6.0,0.1746987951807229,Top 1-15,13.75,14.5,27-29,Winger,Spain,False,True,True,True
Central Midfield,26,Aston Villa,Championship,Everton,Premier League,2016,8.5,9.0,Gueye,Aston Villa,75.0,78.0,2016.0,Idrissa Gueye,Senegal,fallback_team_from,2.2512917986064953,-0.5,0.11538461538461539,Top 16-30,15.1,21.35,24-26,Midfielder,England,False,False,True,True
Centre-Back,20,River Plate,Primera División,Olympique Lyon,Ligue 1,2016,8.5,7.0,Mammana,River Plate,66.0,79.0,2016.0,Emanuel Mammana,Argentina,fallback_team_from,2.2512917986064953,1.5,0.08860759493670886,Top 1-15,10.0,8.25,<20,Defender,France,False,False,False,True
Centre-Back,23,Lanus,Primera División,AC Milan,Serie A,2016,8.5,1.75,Gomez,Lanus,70.0,79.0,2016.0,,Germany,fallback_lastname_season,2.2512917986064953,6.75,0.022151898734177215,Top 1-15,11.0,19.0,20-23,Defender,Italy,False,False,True,True
Attacking Midfield,24,Racing Club,Primera División,SH Shenhua,Super League,2016,8.4,7.0,Romero,Racing Club,70.0,78.0,2016.0,Óscar Romero,Paraguay,fallback_team_from,2.2407096892759584,1.4000000000000004,0.08974358974358974,Top 31-45,13.5,10.5,20-23,Midfielder,China,False,False,False,True
Right Winger,20,Aston Villa,Championship,Middlesbrough,Premier League,2016,8.25,8.0,Traore,Aston Villa,71.0,83.0,2016.0,Adama Traoré,Guinea,fallback_lastname_season,2.224623551524334,0.25,0.0963855421686747,Top 31-45,15.1,8.0,<20,Winger,England,False,False,False,True
Forward,22,Pescara,Serie A,Inter,Serie A,2016,8.25,3.5,Caprari,Pescara,69.0,77.0,2016.0,Gianluca Caprari,Italy,fallback_team_from,2.224623551524334,4.75,0.045454545454545456,Top 1-15,11.0,17.5,20-23,Forward,Italy,True,False,True,True
Centre-Back,25,FC Barcelona,LaLiga,Bor. Dortmund,1.Bundesliga,2016,8.0,12.0,Bartra,FC Barcelona,80.0,85.0,2016.0,Marc Bartra,Spain,fallback_team_from,2.1972245773362196,-4.0,0.1411764705882353,Top 1-15,12.0,16.0,24-26,Defender,Germany,False,True,False,True
Defensive Midfield,28,Genoa,Serie A,Juventus,Serie A,2016,8.0,9.0,Rincon,Genoa,75.0,77.0,2016.0,Tomás Rincón,Venezuela,fallback_team_from,2.1972245773362196,-1.0,0.11688311688311688,Top 31-45,11.0,19.0,27-29,Midfielder,Italy,False,False,True,True
Right Winger,22,Monaco,Ligue 1,Wolves,Championship,2016,8.0,7.5,Cavaleiro,Monaco,76.0,83.0,2016.0,Ivan Cavaleiro,Portugal,fallback_lastname_season,2.1972245773362196,0.5,0.09036144578313253,Top 1-15,9.13,11.7,20-23,Winger,England,False,True,False,True
Centre-Back,26,Paris SG,Ligue 1,FC Schalke 04,1.Bundesliga,2016,8.0,7.0,Stambouli,Paris SG,77.0,81.0,2016.0,Benjamin Stambouli,France,fallback_lastname_season,2.1972245773362196,1.0,0.08641975308641975,Top 1-15,12.0,10.0,24-26,Defender,Germany,False,True,False,True
Forward,24,SM Caen,Ligue 1,Tigres UANL,Liga MX Clausura,2016,8.0,5.5,Delort,SM Caen,73.0,80.0,2016.0,Andy Delort,France,fallback_lastname_season,2.1972245773362196,2.5,0.06875,Top 1-15,7.65,8.7,20-23,Forward,Mexico,False,False,False,False
Defensive Midfield,26,Real Betis,LaLiga,Villarreal CF,LaLiga,2016,8.0,3.5,N'Diaye,Real Betis,75.0,81.0,2016.0,Alfred N'Diaye,Senegal,fallback_team_from,2.1972245773362196,4.5,0.043209876543209874,Top 16-30,13.75,11.0,24-26,Midfielder,Spain,False,False,True,True
Forward,28,VfL Wolfsburg,1.Bundesliga,Werder Bremen,1.Bundesliga,2016,7.5,8.0,Kruse,VfL Wolfsburg,81.0,83.0,2016.0,Max Kruse,Germany,fallback_team_from,2.1400661634962708,-0.5,0.0963855421686747,Top 1-15,12.0,7.5,27-29,Forward,Germany,True,True,False,True
Centre-Back,25,Sevilla FC,LaLiga,Bor. M'gladbach,1.Bundesliga,2016,7.5,7.0,Kolodziejczak,Sevilla FC,74.0,80.0,2016.0,Timothée Kolodziejczak,France,fallback_team_from,2.1400661634962708,0.5,0.0875,Top 1-15,12.0,12.25,24-26,Defender,Germany,False,False,False,True
Right Winger,21,Huracan,Primera División,Villarreal CF,LaLiga,2016,7.2,5.0,Espinoza,Huracan,60.0,71.0,2016.0,,Chile,fallback_lastname_season,2.1041341542702074,2.2,0.07042253521126761,Top 16-30,13.75,11.0,20-23,Winger,Spain,False,False,True,True
Left Winger,19,Pacos Ferreira,Liga NOS,Atletico Madrid,LaLiga,2016,7.2,3.0,Jota,Pacos Ferreira,70.0,83.0,2016.0,,Portugal,fallback_lastname_season,2.1041341542702074,4.2,0.03614457831325301,Top 1-15,13.75,25.0,<20,Winger,Spain,False,False,True,True
Forward,28,Aston Villa,Championship,Middlesbrough,Premier League,2016,7.1,7.0,Gestede,Aston Villa,73.0,75.0,2016.0,Rudy Gestede,Benin,fallback_team_from,2.0918640616783932,0.09999999999999964,0.09333333333333334,Top 31-45,15.1,8.0,27-29,Forward,England,False,False,False,True
Left-Back,22,Olympiacos,Super League,West Ham,Premier League,2016,7.1,7.0,Masuaku,Olympiacos,75.0,85.0,2016.0,Arthur Masuaku,France,fallback_lastname_season,2.0918640616783932,0.09999999999999964,0.08235294117647059,Top 1-15,15.1,11.5,20-23,Defender,England,False,False,True,True
Left Winger,25,Real Madrid,LaLiga,Villarreal CF,LaLiga,2016,7.0,10.0,Cheryshev,Real Madrid,78.0,84.0,2016.0,Denis Cheryshev,Russia,fallback_team_from,2.0794415416798357,-3.0,0.11904761904761904,Outside Top 45,13.75,11.0,24-26,Winger,Spain,False,True,True,True
Defensive Midfield,29,Krasnodar,Premier Liga,SIPG,Super League,2016,7.0,7.0,Akhmedov,Krasnodar,76.0,78.0,2016.0,Odil Akhmedov,Uzbekistan,fallback_lastname_season,2.0794415416798357,0.0,0.08974358974358974,Outside Top 45,13.5,55.8,27-29,Midfielder,China,False,True,False,True
Left Winger,21,AFC Ajax,Eredivisie,LOSC Lille,Ligue 1,2016,7.0,6.5,Ghazi,AFC Ajax,77.0,85.0,2016.0,Anwar El Ghazi,Netherlands,fallback_lastname_season,2.0794415416798357,0.5,0.07647058823529412,Top 1-15,10.0,9.0,20-23,Winger,France,False,True,False,True
Forward,27,Real Sociedad,LaLiga,Rubin Kazan,Premier Liga,2016,7.0,6.0,Jonathas,Real Sociedad,79.0,83.0,2016.0,Jonathas,Brazil,fallback_team_from,2.0794415416798357,1.0,0.07228915662650602,Top 1-15,8.0,8.5,24-26,Forward,Ukraine,False,True,False,True
Central Midfield,19,Leeds,Championship,Bournemouth,Premier League,2016,7.0,4.0,Cook,Leeds,69.0,81.0,2016.0,Lewis Cook,England,fallback_team_to,2.0794415416798357,3.0,0.04938271604938271,Top 1-15,15.1,11.3,<20,Midfielder,England,True,False,False,True
Forward,22,Deportivo Cali,Liga Águila II,SZ FC,League One,2016,7.0,1.15,Preciado,Deportivo Cali,73.0,81.0,2016.0,Harold Preciado,Colombia,fallback_team_from,2.0794415416798357,5.85,0.01419753086419753,Top 1-15,7.0,7.0,20-23,Forward,England,False,False,False,False
Centre-Back,25,KRC Genk,Jupiler Pro League,Watford,Premier League,2016,6.95,6.0,Kabasele,KRC Genk,73.0,76.0,2016.0,Christian Kabasele,Belgium,fallback_team_from,2.0731719286662407,0.9500000000000002,0.07894736842105263,Top 1-15,15.1,8.9,24-26,Defender,England,False,False,True,True
Goalkeeper,24,KAA Gent,Jupiler Pro League,Newcastle,Championship,2016,6.6,6.5,Sels,KAA Gent,73.0,78.0,2016.0,Matz Sels,Belgium,fallback_team_from,2.028148247292285,0.09999999999999964,0.08333333333333333,Top 1-15,9.13,12.0,20-23,Goalkeeper,England,False,False,True,True
Forward,27,Chiapas FC,Liga MX Clausura,America,Liga MX Clausura,2016,6.6,3.0,Romero,Chiapas FC,72.0,75.0,2016.0,,Argentina,fallback_lastname_season,2.028148247292285,3.5999999999999996,0.04,Top 1-15,7.65,6.6,24-26,Forward,Mexico,False,False,False,False
Centre-Back,24,Blackburn,Championship,Newcastle,Championship,2016,6.6,2.5,Hanley,Blackburn,69.0,76.0,2016.0,Grant Hanley,Scotland,fallback_lastname_season,2.028148247292285,4.1,0.03289473684210526,Top 1-15,9.13,12.0,20-23,Defender,England,False,False,True,True
Attacking Midfield,26,Hannover 96,2.Bundesliga,Sevilla FC,LaLiga,2016,6.5,4.5,Kiyotake,Hannover 96,76.0,78.0,2016.0,Hiroshi Kiyotake,Japan,fallback_team_from,2.0149030205422647,2.0,0.057692307692307696,Top 31-45,13.75,8.35,24-26,Midfielder,Spain,False,True,True,True
Centre-Back,25,Braga,Liga NOS,FC Porto,Liga NOS,2016,6.5,2.75,Boly,Braga,71.0,76.0,2016.0,Willy Boly,France,fallback_lastname_season,2.0149030205422647,3.75,0.03618421052631579,Top 1-15,9.64,9.25,24-26,Defender,Portugal,False,False,False,True
Forward,20,AC Le Havre,Ligue 2,Bournemouth,Premier League,2016,6.5,0.4,Mousset,AC Le Havre,62.0,69.0,2016.0,Lys Mousset,France,fallback_lastname_season,2.0149030205422647,6.1,0.005797101449275362,Top 1-15,15.1,11.3,<20,Forward,England,False,False,False,True
Central Midfield,20,FC Sion,Super League,West Ham,Premier League,2016,6.4,4.5,Fernandes,FC Sion,66.0,82.0,2016.0,Edimilson Fernandes,Switzerland,fallback_team_from,2.0014800002101243,1.9000000000000004,0.054878048780487805,Top 1-15,15.1,11.5,<20,Midfielder,England,False,False,True,True
Goalkeeper,23,1.FSV Mainz 05,1.Bundesliga,Liverpool,Premier League,2016,6.2,7.0,Karius,1.FSV Mainz 05,78.0,84.0,2016.0,Loris Karius,Germany,fallback_lastname_season,1.9740810260220096,-0.7999999999999998,0.08333333333333333,Top 1-15,15.1,41.0,20-23,Goalkeeper,England,False,True,True,True
Left Winger,25,FC Barcelona,LaLiga,Paris SG,Ligue 1,2017,222.0,100.0,Neymar,FC Barcelona,92.0,95.0,2017.0,Neymar,Brazil,fallback_team_from,5.407171771460119,122.0,1.0526315789473684,Top 1-15,10.0,25.0,24-26,Winger,France,False,True,True,True
Attacking Midfield,25,Liverpool,Premier League,FC Barcelona,LaLiga,2017,125.0,90.0,Coutinho,Liverpool,85.0,89.0,2017.0,Philippe Coutinho,Brazil,fallback_team_from,4.836281906951478,35.0,1.0112359550561798,Top 1-15,13.75,32.285,24-26,Midfielder,Spain,False,True,False,True
Right Winger,20,Bor. Dortmund,1.Bundesliga,FC Barcelona,LaLiga,2017,115.0,33.0,Dembele,Bor. Dortmund,77.0,90.0,2017.0,Ousmane Dembélé,Belgium,fallback_lastname_season,4.7535901911063645,82.0,0.36666666666666664,Top 1-15,13.75,32.285,<20,Winger,Spain,False,True,False,True
Forward,24,Everton,Premier League,Man Utd,Premier League,2017,84.7,50.0,Lukaku,Everton,84.0,90.0,2017.0,Romelu Lukaku,Belgium,fallback_team_from,4.450852825603734,34.7,0.5555555555555556,Top 1-15,15.1,40.0,20-23,Forward,England,False,True,True,True
Centre-Back,26,Southampton,Premier League,Liverpool,Premier League,2017,78.8,30.0,Dijk,Southampton,79.0,84.0,2017.0,Virgil van Dijk,Netherlands,fallback_team_from,4.379523504455763,48.8,0.35714285714285715,Top 1-15,15.1,41.0,24-26,Defender,England,False,True,True,True
Forward,29,Chelsea,Premier League,Atletico Madrid,LaLiga,2017,66.0,50.0,Costa,Chelsea,85.0,86.0,2017.0,,Spain,fallback_team_from,4.204692619390966,16.0,0.5813953488372093,Top 1-15,13.75,25.0,27-29,Forward,Spain,True,True,True,True
Forward,24,Real Madrid,LaLiga,Chelsea,Premier League,2017,66.0,40.0,Morata,Real Madrid,82.0,86.0,2017.0,Álvaro Morata,Spain,fallback_team_from,4.204692619390966,26.0,0.46511627906976744,Top 1-15,15.1,31.0,20-23,Forward,England,False,True,True,True
Forward,28,Bor. Dortmund,1.Bundesliga,Arsenal,Premier League,2017,63.75,65.0,Aubameyang,Bor. Dortmund,86.0,87.0,2017.0,Pierre-Emerick Aubameyang,Gabon,fallback_lastname_season,4.1705337005796475,-1.25,0.7471264367816092,Top 31-45,15.1,25.0,27-29,Forward,England,False,True,False,True
Left-Back,23,Monaco,Ligue 1,Man City,Premier League,2017,57.5,13.0,Mendy,Monaco,75.0,79.0,2017.0,Benjamin Mendy,France,fallback_lastname_season,4.069026754237811,44.5,0.16455696202531644,Top 1-15,15.1,50.0,20-23,Defender,England,False,False,True,True
